# Placement file for Circuit Training
# Source input file(s) : ./output_ariane_NanGate45/23cols_28rows/g500_ub5_nruns10_c5_r3_v3_rc1/netlist.pb.txt
# This file : ./output_ariane_NanGate45/23cols_28rows/g500_ub5_nruns10_c5_r3_v3_rc1/initial.plc
# Date : 2022-09-20 11:30:06
# Columns : 23  Rows : 28
# Width : 1347.100  Height : 1346.800
# Area : 1506097.566312155
# Wirelength : 3610985.229
# Wirelength cost : 0.0526
# Congestion cost : 0.7721
# Density cost : 0.7209
# Project : circuit_training
# Block : unset_block
# Routes per micron, hor : 11.285  ver : 12.605
# Routes used by macros, hor : 7.143  ver : 8.339
# Smoothing factor : 2
# Overlap threshold : 0.004
# 
# 
# 
# Counts of node types:
# HARD_MACROs     :       133
# HARD_MACRO_PINs :      7847
# MACROs          :       943
# MACRO_PINs      :     19658
# PORTs           :       495
# SOFT_MACROs     :       810
# SOFT_MACRO_PINs :     11811
# STDCELLs        :         0
# 
# User comments:
# Original source netlist with standard cells: /home/zf4_projects/DREAMPlace/sakundu/ABK_MP/08162022_flow_scripts/MacroPlacement/Flows/NanGate45/ariane133/run-20220816-035413/flow2_1.3/ariane.pb.txt
# Groups file: ./output_ariane_NanGate45/23cols_28rows/g500_ub5_nruns10_c5_r3_v3_rc1/groups.final
# worst 10 spread
# grp: 744 - spread: 278916.7518893204
# grp: 50 - spread: 268009.6376835485
# grp: 336 - spread: 223800.4868365636
# grp: 535 - spread: 207184.36226282385
# grp: 505 - spread: 197871.97286953646
# grp: 586 - spread: 190713.73374938426
# grp: 756 - spread: 184033.9279079139
# grp: 532 - spread: 173094.29808680012
# grp: 773 - spread: 170707.79035165644
# grp: 347 - spread: 168578.0558490756
# 
# 
# node_index x y orientation fixed
11553 589.762 935.650 N 0
11579 445.016 646.636 N 0
11608 455.919 695.535 N 0
11639 506.905 512.513 N 0
11644 496.264 673.194 N 0
11665 459.077 704.888 N 0
11677 315.054 893.984 N 0
11686 616.050 905.200 N 0
11691 673.292 604.603 N 0
11695 528.021 438.385 N 0
11719 726.408 444.932 N 0
11725 495.028 561.055 N 0
11729 590.944 910.608 N 0
11766 285.071 739.051 N 0
11780 565.556 578.163 N 0
11800 544.867 543.633 N 0
11814 382.236 505.627 N 0
11857 414.802 531.630 N 0
11870 643.120 590.721 N 0
11881 507.868 502.379 N 0
11888 404.229 527.338 N 0
11900 652.090 589.310 N 0
11913 789.747 562.301 N 0
11921 289.997 570.973 N 0
11934 248.344 638.073 N 0
11942 570.648 602.584 N 0
11947 366.839 411.069 N 0
11952 570.366 535.945 N 0
11983 239.895 728.191 N 0
11991 693.237 890.864 N 0
12013 728.079 602.547 N 0
12018 616.047 736.449 N 0
12021 557.093 598.021 N 0
12029 547.009 510.202 N 0
12037 489.884 512.246 N 0
12052 868.904 658.961 N 0
12068 380.814 487.039 N 0
12077 712.824 614.672 N 0
12082 310.391 542.697 N 0
12093 755.046 524.841 N 0
12104 598.785 609.655 N 0
12145 442.311 592.789 N 0
12158 722.920 524.362 N 0
12167 396.539 775.670 N 0
12171 517.010 761.340 N 0
12180 361.324 468.798 N 0
12185 734.626 665.848 N 0
12210 793.708 594.703 N 0
12232 576.640 781.630 N 0
12237 400.131 695.700 N 0
12266 338.707 402.454 N 0
12302 499.440 449.266 N 0
12309 841.978 925.987 N 0
12318 894.109 610.785 N 0
12325 568.057 753.598 N 0
12352 905.521 867.001 N 0
12366 416.480 842.276 N 0
12376 371.501 718.818 N 0
12398 474.728 565.797 N 0
12405 668.620 966.576 N 0
12416 815.471 766.277 N 0
12458 792.916 588.620 N 0
12472 454.192 666.289 N 0
12518 385.288 434.991 N 0
12543 767.053 726.786 N 0
12579 514.554 707.297 N 0
12586 325.934 432.985 N 0
12598 1093.051 783.298 N 0
12604 397.510 722.883 N 0
12607 473.809 594.113 N 0
12614 491.027 688.118 N 0
12647 900.724 486.800 N 0
12658 391.461 661.392 N 0
12666 522.775 510.301 N 0
12675 259.529 472.370 N 0
12684 888.383 421.679 N 0
12705 248.003 844.632 N 0
12712 321.145 834.485 N 0
12722 380.737 340.453 N 0
12762 570.558 801.426 N 0
12803 813.428 596.701 N 0
12810 349.116 873.772 N 0
12817 775.776 442.431 N 0
12835 901.719 587.407 N 0
12844 671.171 782.890 N 0
12854 611.872 427.996 N 0
12876 472.357 564.954 N 0
12899 531.174 538.428 N 0
12903 623.307 553.132 N 0
12967 483.947 860.182 N 0
12986 340.203 774.492 N 0
13003 743.597 912.969 N 0
13085 704.568 584.285 N 0
13091 376.452 376.676 N 0
13125 552.052 687.221 N 0
13153 565.362 549.747 N 0
13165 358.807 609.646 N 0
13195 612.697 791.546 N 0
13205 366.879 659.171 N 0
13224 551.858 528.238 N 0
13235 710.809 1043.072 N 0
13246 737.053 598.562 N 0
13253 742.279 778.897 N 0
13283 938.143 649.812 N 0
13288 901.148 612.939 N 0
13302 951.141 798.236 N 0
13316 668.904 768.877 N 0
13350 382.962 561.552 N 0
13360 803.301 929.259 N 0
13369 309.940 705.504 N 0
13393 627.347 574.817 N 0
13402 942.773 762.698 N 0
13406 589.425 603.251 N 0
13412 661.589 609.816 N 0
13418 528.325 561.094 N 0
13431 870.032 764.506 N 0
13440 536.618 579.027 N 0
13447 714.069 694.546 N 0
13471 540.111 480.995 N 0
13485 443.927 600.503 N 0
13518 454.883 924.945 N 0
13525 752.289 364.023 N 0
13539 737.698 702.586 N 0
13550 885.220 759.299 N 0
13555 554.519 309.879 N 0
13569 300.531 402.235 N 0
13589 497.449 624.523 N 0
13605 478.738 503.333 N 0
13610 766.692 746.220 N 0
13648 649.456 576.614 N 0
13663 198.079 811.870 N 0
13672 659.418 311.847 N 0
13679 933.245 447.146 N 0
13690 409.173 495.656 N 0
13710 610.293 955.377 N 0
13716 879.920 606.665 N 0
13735 342.360 634.212 N 0
13766 313.539 639.148 N 0
13792 646.781 931.046 N 0
13803 421.403 593.196 N 0
13814 707.626 758.388 N 0
13846 812.843 647.835 N 0
13860 718.112 726.966 N 0
13907 442.558 566.878 N 0
13918 353.129 571.559 N 0
13950 995.865 651.622 N 0
13961 738.511 759.858 N 0
13970 874.132 776.861 N 0
13976 359.206 436.951 N 0
13992 575.590 462.332 N 0
13998 427.208 866.107 N 0
14009 517.192 691.494 N 0
14036 677.475 567.088 N 0
14046 255.648 564.068 N 0
14056 799.493 456.208 N 0
14070 469.503 483.971 N 0
14082 962.669 765.925 N 0
14087 515.196 622.059 N 0
14120 794.817 754.847 N 0
14128 535.198 939.249 N 0
14144 659.628 759.223 N 0
14167 693.447 717.792 N 0
14178 897.197 639.685 N 0
14182 709.367 647.056 N 0
14204 526.223 575.238 N 0
14217 611.266 757.486 N 0
14222 791.812 491.619 N 0
14235 372.495 772.435 N 0
14251 705.089 755.250 N 0
14257 438.085 492.789 N 0
14270 339.609 368.427 N 0
14284 936.107 474.473 N 0
14304 451.191 818.192 N 0
14315 558.772 629.629 N 0
14336 378.558 851.707 N 0
14353 496.585 888.015 N 0
14362 661.221 275.988 N 0
14392 1003.141 744.013 N 0
14397 528.554 526.641 N 0
14404 871.623 706.464 N 0
14430 599.201 526.691 N 0
14447 443.369 557.302 N 0
14456 649.815 854.799 N 0
14498 875.845 635.737 N 0
14503 667.859 596.551 N 0
14516 315.413 572.554 N 0
14543 629.922 733.466 N 0
14574 342.748 741.611 N 0
14613 527.778 642.540 N 0
14620 327.189 865.854 N 0
14638 654.625 353.365 N 0
14648 492.884 647.643 N 0
14663 708.201 599.742 N 0
14671 605.810 549.770 N 0
14678 766.814 804.940 N 0
14712 962.338 733.611 N 0
14730 738.728 892.855 N 0
14751 733.588 744.976 N 0
14757 606.094 330.481 N 0
14765 813.752 624.352 N 0
14771 744.312 868.413 N 0
14810 671.018 695.817 N 0
14816 755.728 621.278 N 0
14822 932.104 738.970 N 0
14829 494.447 613.392 N 0
14836 310.589 672.964 N 0
14850 461.481 619.462 N 0
14856 856.727 885.374 N 0
14866 390.624 900.241 N 0
14879 483.978 277.506 N 0
14892 733.377 622.689 N 0
14913 609.817 542.648 N 0
14919 703.017 488.184 N 0
14930 740.750 719.597 N 0
14964 883.788 454.670 N 0
14976 468.123 456.379 N 0
14984 752.363 636.917 N 0
14988 789.470 319.746 N 0
14998 831.612 414.599 N 0
15028 532.062 590.133 N 0
15034 619.300 596.832 N 0
15057 745.438 581.788 N 0
15061 385.579 585.909 N 0
15079 788.135 416.026 N 0
15090 838.290 721.073 N 0
15113 692.167 616.854 N 0
15134 750.062 471.314 N 0
15142 698.558 430.692 N 0
15161 795.638 474.219 N 0
15168 860.056 729.224 N 0
15207 587.584 420.643 N 0
15230 662.428 296.239 N 0
15265 650.749 899.567 N 0
15276 788.912 726.879 N 0
15297 420.027 647.975 N 0
15324 1045.654 755.800 N 0
15343 898.704 763.758 N 0
15370 569.078 522.931 N 0
15379 572.253 492.281 N 0
15397 175.265 685.298 N 0
15433 627.306 741.343 N 0
15449 461.850 749.929 N 0
15465 858.611 455.988 N 0
15475 411.329 560.441 N 0
15479 448.722 875.986 N 0
15486 809.940 726.757 N 0
15493 546.126 597.393 N 0
15517 663.838 578.705 N 0
15524 418.519 434.793 N 0
15538 652.065 883.387 N 0
15547 493.273 774.444 N 0
15552 693.713 752.142 N 0
15584 239.941 684.581 N 0
15614 559.809 771.973 N 0
15620 588.160 753.710 N 0
15638 477.560 878.432 N 0
15657 758.483 702.395 N 0
15665 440.696 524.828 N 0
15672 711.205 805.445 N 0
15721 199.124 728.800 N 0
15737 262.987 414.134 N 0
15755 582.043 847.453 N 0
15766 530.668 689.483 N 0
15804 784.150 645.174 N 0
15811 735.408 566.138 N 0
15820 615.130 759.252 N 0
15842 584.564 712.825 N 0
15867 956.577 926.540 N 0
15883 900.271 793.543 N 0
15912 842.958 642.712 N 0
15918 652.125 550.568 N 0
15955 357.697 799.443 N 0
15966 813.066 778.119 N 0
15995 712.948 750.541 N 0
16012 823.790 592.360 N 0
16024 469.674 646.174 N 0
16033 783.847 915.886 N 0
16058 403.336 874.011 N 0
16070 758.696 745.783 N 0
16090 863.618 486.797 N 0
16105 814.629 702.858 N 0
16134 541.784 462.261 N 0
16148 579.432 885.383 N 0
16158 828.756 744.183 N 0
16163 823.594 567.198 N 0
16171 303.647 511.082 N 0
16183 678.952 673.000 N 0
16229 586.306 743.435 N 0
16248 512.982 856.530 N 0
16259 571.838 563.930 N 0
16289 589.132 692.056 N 0
16292 856.273 765.860 N 0
16298 709.144 882.224 N 0
16304 332.913 603.786 N 0
16322 452.173 859.127 N 0
16329 659.590 1063.004 N 0
16338 399.550 747.646 N 0
16354 951.997 621.160 N 0
16362 547.383 850.394 N 0
16369 415.381 582.920 N 0
16379 540.823 721.331 N 0
16409 818.060 622.455 N 0
16414 198.970 768.220 N 0
16424 269.294 672.686 N 0
16431 329.422 503.692 N 0
16460 283.383 608.135 N 0
16476 674.327 798.255 N 0
16503 415.725 401.449 N 0
16513 835.291 785.095 N 0
16519 774.070 604.884 N 0
16524 755.842 619.038 N 0
16532 373.151 748.645 N 0
16556 870.450 466.156 N 0
16578 577.188 741.023 N 0
16621 689.304 486.436 N 0
16633 426.038 721.081 N 0
16690 484.779 726.691 N 0
16713 343.797 721.761 N 0
16728 812.300 753.072 N 0
16733 657.005 776.202 N 0
16738 534.589 655.402 N 0
16778 820.981 524.651 N 0
16783 647.990 795.085 N 0
16807 534.218 627.017 N 0
16830 283.896 806.612 N 0
16852 649.000 691.714 N 0
16865 658.316 732.997 N 0
16885 842.207 890.108 N 0
16908 1065.248 615.013 N 0
16923 498.819 575.391 N 0
16933 795.490 805.361 N 0
16959 899.824 740.020 N 0
16964 729.433 575.311 N 0
16977 452.657 623.305 N 0
16996 568.186 455.133 N 0
17034 473.586 599.424 N 0
17044 866.844 747.850 N 0
17051 548.133 888.507 N 0
17066 477.378 621.867 N 0
17079 309.970 602.870 N 0
17098 591.381 639.686 N 0
17121 359.340 501.388 N 0
17132 729.967 635.301 N 0
17146 260.836 709.360 N 0
17175 667.386 744.128 N 0
17181 619.448 690.846 N 0
17199 592.436 585.282 N 0
17210 611.879 391.710 N 0
17237 583.718 481.677 N 0
17310 587.425 622.061 N 0
17340 576.817 568.967 N 0
17350 545.932 528.032 N 0
17360 384.052 816.545 N 0
17414 767.591 771.891 N 0
17434 617.554 620.710 N 0
17439 609.056 596.135 N 0
17451 909.608 713.904 N 0
17464 850.550 607.358 N 0
17482 997.857 590.533 N 0
17490 855.032 320.922 N 0
17507 754.330 943.724 N 0
17516 720.727 768.161 N 0
17539 614.742 506.246 N 0
17544 508.930 726.789 N 0
17565 532.076 731.721 N 0
17603 648.622 819.752 N 0
17614 667.762 735.459 N 0
17619 386.109 529.703 N 0
17640 829.775 752.711 N 0
17674 845.627 583.127 N 0
17710 659.764 518.191 N 0
17737 676.502 828.239 N 0
17751 696.749 398.452 N 0
17758 647.641 620.344 N 0
17786 835.483 619.521 N 0
17792 500.482 896.965 N 0
17811 594.643 515.762 N 0
17821 613.711 438.624 N 0
17839 578.348 591.783 N 0
17850 277.071 768.127 N 0
17870 347.821 832.864 N 0
17879 462.588 727.903 N 0
17916 614.712 881.545 N 0
17922 248.153 810.762 N 0
17944 450.100 677.167 N 0
17972 623.107 476.901 N 0
17989 339.892 709.450 N 0
18002 447.273 791.886 N 0
18042 451.885 835.203 N 0
18051 384.575 610.054 N 0
18065 785.640 733.069 N 0
18093 371.314 697.409 N 0
18126 550.182 403.028 N 0
18138 744.740 425.007 N 0
18151 664.608 584.184 N 0
18174 774.485 858.987 N 0
18178 572.393 884.622 N 0
18181 540.344 793.440 N 0
18188 708.595 626.301 N 0
18193 616.272 453.027 N 0
18201 425.118 623.122 N 0
18213 916.430 756.196 N 0
18222 567.512 911.781 N 0
18234 627.950 757.014 N 0
18241 345.057 534.651 N 0
18255 425.121 704.252 N 0
18289 706.869 729.608 N 0
18294 283.758 833.065 N 0
18305 811.667 669.659 N 0
18336 661.975 724.255 N 0
18357 611.852 815.372 N 0
18400 320.301 805.211 N 0
18424 681.935 728.920 N 0
18453 617.595 737.660 N 0
18473 818.313 849.121 N 0
18483 491.099 480.708 N 0
18505 829.458 612.374 N 0
18529 468.568 539.507 N 0
18561 958.985 573.557 N 0
18567 207.433 639.670 N 0
18606 655.582 438.590 N 0
18614 742.359 480.883 N 0
18630 426.548 796.338 N 0
18659 666.434 750.692 N 0
18669 766.146 560.917 N 0
18732 560.890 652.589 N 0
18792 581.342 573.543 N 0
18800 656.707 397.754 N 0
18810 933.222 580.581 N 0
18821 600.183 477.241 N 0
18830 696.750 595.216 N 0
18835 858.855 563.490 N 0
18844 525.819 602.079 N 0
18881 811.686 749.057 N 0
18899 881.781 589.378 N 0
18913 534.591 740.368 N 0
18938 452.826 893.685 N 0
18961 418.470 616.943 N 0
18973 741.315 802.238 N 0
19012 393.655 802.226 N 0
19033 479.435 927.245 N 0
19041 714.920 743.289 N 0
19056 1005.167 790.865 N 0
19070 314.769 769.456 N 0
19100 624.520 780.313 N 0
19112 791.103 703.129 N 0
19126 426.769 668.153 N 0
19138 812.068 807.480 N 0
19166 423.476 470.227 N 0
19181 393.553 846.069 N 0
19207 248.652 535.080 N 0
19216 784.814 891.286 N 0
19231 855.920 778.234 N 0
19237 341.445 564.486 N 0
19246 374.299 684.860 N 0
19253 854.396 760.829 N 0
19259 761.535 652.574 N 0
19266 393.846 626.159 N 0
19283 745.138 895.407 N 0
19298 493.671 533.979 N 0
19312 769.843 755.445 N 0
19322 622.403 580.675 N 0
19327 453.504 732.749 N 0
19361 648.834 919.991 N 0
19366 787.982 781.982 N 0
19370 476.432 680.525 N 0
19409 627.981 713.294 N 0
19430 430.373 740.235 N 0
19444 421.065 564.515 N 0
19456 707.645 780.400 N 0
19461 524.399 764.317 N 0
19481 459.074 505.413 N 0
19485 650.219 602.557 N 0
19492 616.712 652.934 N 0
19499 590.402 1042.917 N 0
19522 442.863 756.025 N 0
19551 931.440 613.508 N 0
19562 649.098 637.822 N 0
19579 955.685 610.331 N 0
19586 676.601 621.534 N 0
19623 341.234 662.458 N 0
19636 827.567 450.630 N 0
19641 618.891 882.186 N 0
19646 780.447 587.544 N 0
19661 457.595 427.258 N 0
19680 655.433 737.001 N 0
19695 236.471 760.959 N 0
19730 607.996 716.058 N 0
19749 757.907 770.038 N 0
19756 281.554 639.321 N 0
19767 549.032 453.866 N 0
19778 997.421 762.947 N 0
19811 438.758 533.209 N 0
19815 393.224 645.337 N 0
19839 497.986 586.850 N 0
19880 493.011 451.982 N 0
19888 314.219 743.860 N 0
19905 746.205 589.799 N 0
19919 855.469 618.415 N 0
19926 465.339 790.005 N 0
19941 695.080 745.298 N 0
19948 611.849 846.823 N 0
19961 500.365 650.019 N 0
19986 691.517 450.519 N 0
20020 866.939 807.847 N 0
20056 429.618 759.089 N 0
20109 693.120 596.701 N 0
20121 677.579 878.720 N 0
20137 281.721 546.895 N 0
20147 493.694 746.252 N 0
20169 654.758 428.805 N 0
20183 500.352 405.178 N 0
20194 425.900 496.984 N 0
20209 578.342 766.762 N 0
20250 562.089 740.970 N 0
20270 326.799 468.402 N 0
20282 833.587 764.435 N 0
20310 704.976 324.880 N 0
20326 630.519 599.749 N 0
20345 483.858 829.680 N 0
20362 520.574 827.949 N 0
20372 726.721 781.249 N 0
20393 246.416 600.046 N 0
20423 715.621 848.118 N 0
20430 873.502 734.584 N 0
20466 523.913 486.970 N 0
20482 688.574 579.952 N 0
20491 297.869 441.354 N 0
20509 457.362 465.396 N 0
20531 896.030 557.706 N 0
20543 430.168 882.421 N 0
20578 411.684 465.426 N 0
20590 799.110 629.603 N 0
20595 335.779 686.865 N 0
20606 1101.809 926.544 N 0
20633 1147.459 995.391 N 0
20636 494.693 1195.247 N 0
20640 802.430 608.865 N 0
20644 810.175 149.061 N 0
20647 882.185 1167.149 N 0
20651 950.187 768.322 N 0
20658 206.577 1166.836 N 0
20661 255.641 1043.554 N 0
20664 612.839 1107.849 N 0
20667 672.558 906.489 N 0
20672 435.899 1057.546 N 0
20675 629.430 907.731 N 0
20678 726.100 597.061 N 0
20681 514.138 1042.082 N 0
20685 380.622 706.850 N 0
20688 574.226 584.129 N 0
20692 305.091 473.310 N 0
20696 292.407 487.937 N 0
20702 205.886 688.628 N 0
20725 793.311 616.379 N 0
20728 853.139 467.951 N 0
20739 805.277 907.512 N 0
20744 845.636 469.246 N 0
20752 214.835 870.745 N 0
20767 220.561 874.400 N 0
20787 267.432 927.390 N 0
20807 199.670 987.825 N 0
20827 603.808 914.846 N 0
20831 950.403 1031.597 N 0
20837 230.065 872.630 N 0
20852 752.269 1048.820 N 0
20860 803.082 874.347 N 0
20863 1006.380 612.479 N 0
20866 577.164 551.220 N 0
20875 959.909 629.370 N 0
20880 701.692 736.469 N 0
20883 681.691 605.499 N 0
20886 316.099 1042.382 N 0
20900 704.279 735.619 N 0
20903 702.310 740.651 N 0
20906 226.986 784.826 N 0
20914 736.554 445.571 N 0
20917 499.386 1049.915 N 0
20943 360.866 638.053 N 0
20952 752.154 764.585 N 0
20959 301.200 624.343 N 0
20962 376.834 901.016 N 0
20970 410.260 703.464 N 0
20973 306.103 721.733 N 0
20977 285.818 694.596 N 0
20992 667.073 908.918 N 0
20995 698.364 739.409 N 0
20998 547.854 766.711 N 0
21001 776.631 624.533 N 0
21005 834.571 469.126 N 0
21028 937.050 769.976 N 0
21032 927.900 596.200 N 0
21053 894.520 745.475 N 0
21062 333.352 588.766 N 0
21065 766.735 762.824 N 0
21068 689.573 600.469 N 0
21071 781.895 618.149 N 0
21077 726.318 598.784 N 0
21080 686.529 601.259 N 0
21083 674.723 441.596 N 0
21086 475.672 472.297 N 0
21090 303.512 588.242 N 0
21093 374.081 637.134 N 0
